time,imu,xaxis,yaxis,zaxis,xaccel,yaccel,zaccel
13532,2,-11.75,-0.36,-2.70,-0.15,0.01,-3.87
13548,3,-9.38,-1.55,-1.17,-0.25,-0.02,-0.96
13564,4,-5.79,-8.56,-3.34,0.05,0.57,-0.45
13580,5,-8.22,0.59,-4.49,-0.42,-0.05,-0.65
13595,0,-13.87,-3.33,2.89,-1.04,-1.12,-2.22
13612,1,-4.08,7.59,4.02,0.02,-0.03,-0.16
13627,2,-9.64,-0.79,-2.11,-0.01,0.34,-1.15
13644,3,-9.91,0.17,-0.95,0.11,0.04,-1.30
13659,4,-6.65,-8.68,-2.61,0.13,0.36,-0.07
13674,5,-8.29,3.23,-3.69,0.46,-0.15,-0.20
13691,0,-28.50,-7.56,-13.00,0.93,0.65,1.21
13707,1,-4.27,8.13,4.02,0.33,0.68,-0.96
13722,2,-10.44,-7.01,-0.61,1.29,0.77,1.65
13739,3,-13.72,1.21,-0.68,0.30,0.54,-2.24
13754,4,-15.27,-6.13,2.79,0.25,0.21,0.93
13770,5,-10.71,4.98,-3.68,0.03,-0.54,0.64
13786,0,-8.13,-8.39,11.30,-0.16,1.51,1.98
13802,1,-5.49,10.31,3.87,-0.14,2.58,-4.37
13818,2,-8.00,2.33,-4.04,0.24,0.55,1.58
13834,3,-11.99,-3.49,-1.07,0.98,0.87,-1.87
13849,4,-4.40,1.82,-7.93,-0.89,-0.02,0.74
13866,5,-12.15,-1.73,-3.95,0.26,-0.64,1.80
13881,0,-2.95,-6.80,5.68,-0.16,-0.01,0.12
13897,1,-16.00,17.92,6.40,1.66,3.11,-4.37
13913,2,-8.53,-0.02,0.25,0.96,0.41,0.96
13929,3,-6.48,-4.81,0.26,0.36,0.57,-0.77
13945,4,-8.27,-0.45,-3.76,-0.07,0.19,1.02
13961,5,-11.05,-1.05,-2.95,-0.24,-0.46,1.58
13976,0,-4.36,-7.45,5.48,-0.12,-0.07,0.08
13993,1,4.53,6.42,2.70,-0.14,-2.97,3.32
14008,2,-9.42,-0.78,-1.47,-0.33,0.19,0.50
14024,3,-4.11,-6.33,-0.95,0.05,-0.04,2.88
14040,4,-7.91,-2.85,-0.06,-0.36,-1.40,0.91
14056,5,-8.20,-2.26,-1.37,-0.15,0.59,1.06
14072,0,-4.75,-7.17,5.35,-0.16,-0.12,0.04
14088,1,-5.22,8.38,5.80,0.82,-1.99,4.27
14103,2,-8.96,0.95,-2.04,-0.14,0.04,0.57
14120,3,-7.79,-5.16,-3.46,-1.12,-0.23,4.37
14135,4,-8.92,-1.56,-3.94,-0.25,-0.32,0.86
14151,5,-7.08,-0.04,-2.56,0.62,0.19,0.45
14167,0,-4.40,-7.16,5.65,-0.11,-0.00,0.03
14183,1,-15.00,12.75,8.20,1.15,-2.56,3.86
14199,2,-9.46,0.62,-2.38,-0.20,0.16,0.48
14215,3,-12.71,-0.50,-2.67,1.59,0.24,4.37
14230,4,-8.50,-2.98,-2.70,-0.42,-0.21,0.95
14247,5,-6.38,7.53,-5.02,0.45,-0.07,-0.06
14262,0,-4.40,-7.25,5.60,-0.16,0.01,0.05
14278,1,-19.70,-3.62,2.13,0.99,-2.59,1.31
14294,2,-9.80,-1.43,-2.61,-0.19,0.03,1.01
14310,3,-9.75,1.59,-0.64,1.13,0.12,0.13
14325,4,-8.15,-4.41,-2.62,-0.43,-0.37,0.37
14342,5,-7.98,5.35,-2.95,0.03,0.45,0.40
14357,0,-4.31,-7.58,5.73,-0.21,0.55,0.38
14374,1,1.08,14.09,5.94,-3.78,0.46,-1.90
14389,2,-11.54,0.29,-2.30,-0.71,0.13,1.87
14405,3,-18.03,20.44,14.44,1.21,0.53,0.36
14421,4,-10.37,-7.39,-2.86,0.16,-0.27,-0.28
14437,5,-12.01,16.57,-2.23,-0.27,-0.19,-0.23
14453,0,-4.35,-8.85,7.76,-1.03,2.09,3.28
14469,1,-5.23,14.02,-1.78,-0.91,0.45,-0.87
14485,2,-14.43,-1.54,0.41,-0.92,-0.20,2.46
14501,3,-5.61,-3.89,-5.79,0.43,0.62,-0.97
14517,4,-9.82,-1.78,-2.96,0.04,-0.97,-1.78
14532,5,-9.85,4.84,-3.89,1.05,0.17,-0.97
14549,0,-12.20,-12.87,5.97,0.66,2.95,4.37
14564,1,-3.68,7.68,3.85,-0.04,-0.01,-0.12
14580,2,-6.02,8.25,-4.51,-0.36,-0.36,1.91
14596,3,-9.06,-2.58,-2.38,-0.96,0.12,-0.89
14612,4,-11.48,-4.07,-2.85,0.80,-1.03,-1.37
14628,5,-6.11,-3.40,-6.22,0.18,0.24,-0.69
14644,0,3.18,-13.11,6.39,1.09,-1.94,-1.22
14659,1,-4.31,7.77,3.89,0.03,-0.23,-0.11
14676,2,-2.85,6.09,-4.02,0.52,-0.64,-1.13
14691,3,-10.17,0.60,0.01,0.02,0.09,-0.70
14707,4,-9.47,-0.43,-0.95,1.25,0.78,-1.18
14723,5,-8.01,2.66,-4.27,0.30,0.04,-0.53
14739,0,-2.13,-9.52,1.07,1.29,-3.48,-3.63
14755,1,-4.17,7.55,4.05,0.01,0.10,-0.09
14771,2,-3.53,5.00,-0.84,0.38,-1.31,-3.58
14786,3,-9.27,-0.27,-1.26,-0.14,0.00,-0.60
14802,4,-5.56,-0.64,-2.00,1.37,1.08,-0.51
14818,5,-8.57,0.63,-4.40,0.39,-0.15,-0.43
14833,0,-9.44,-12.40,2.41,-0.41,-1.25,-4.37
14850,1,-4.30,7.58,4.03,-0.01,-0.00,-0.10
14865,2,-11.49,7.93,-5.32,-0.26,-1.42,-4.37
14882,3,-9.24,-0.64,-1.66,0.04,0.06,-0.77
14897,4,-8.53,-4.43,0.34,0.08,0.76,-0.01
14913,5,-8.23,1.97,-4.23,0.05,0.02,-0.34
14929,0,-17.83,-9.52,1.97,-0.42,-0.98,-3.74
14945,1,-4.18,7.66,3.79,-0.05,-0.01,-0.18
14960,2,-11.73,0.45,-1.95,1.14,0.55,-3.01
14977,3,-9.40,-1.29,-1.86,0.22,0.14,-0.86
14992,4,-8.12,-7.10,-2.15,0.39,0.70,0.21
15008,5,-8.16,1.70,-4.86,0.54,-0.06,-0.21
15024,0,-18.09,1.98,0.75,0.17,1.51,-1.86
15040,1,-3.18,7.98,4.67,0.02,0.05,-0.34
15056,2,-8.21,0.85,-4.44,1.75,0.36,0.52
15072,3,-10.34,-0.02,-0.60,0.32,0.32,-1.43
15087,4,-6.14,-3.57,-3.62,0.59,0.53,0.18
15104,5,-8.58,2.62,-2.86,0.87,-0.45,0.36
15119,0,-5.15,-0.42,-4.26,0.60,4.37,0.78
15135,1,-4.62,8.29,4.49,0.20,0.84,-1.63
15151,2,-11.42,-8.44,2.16,3.69,0.51,0.92
15167,3,-14.56,0.72,-1.03,1.14,0.95,-1.92
15183,4,-13.39,-14.28,-2.48,1.07,1.67,0.39
15199,5,-12.24,5.43,-2.54,0.54,-0.69,1.21
15215,0,-4.73,-13.52,-1.66,0.40,1.26,1.01
15231,1,-11.06,11.40,4.73,1.42,2.50,-4.37
15247,2,-8.04,-1.94,-5.53,0.62,1.08,0.99
15262,3,-7.00,-7.69,-2.22,3.48,1.75,-1.14
15279,4,-9.36,-6.82,-4.77,-0.15,0.95,0.93
15294,5,-11.86,-1.58,-2.53,1.99,-0.84,1.96
15311,0,-5.17,-6.11,8.07,-0.35,-0.18,0.05
15326,1,11.39,10.04,8.71,3.34,-2.31,-0.53
15342,2,-9.10,1.94,-1.65,0.03,0.40,0.55
15358,3,-1.41,-3.47,2.87,0.98,1.36,0.57
15374,4,-8.34,-1.73,-3.81,-0.12,0.10,0.89
15389,5,-9.19,0.28,-2.49,0.09,-0.58,1.44
15406,0,-4.26,-7.13,5.60,-0.04,-0.06,0.13
15421,1,1.94,6.55,6.81,1.96,-1.08,3.23
15438,2,-9.56,0.82,-1.52,-0.02,0.24,0.49
15453,3,-4.49,-4.49,1.14,-0.88,0.41,3.06
15469,4,-8.38,-2.85,-3.08,-0.11,-0.29,0.81
15485,5,-8.00,-2.79,-2.90,0.49,-0.45,0.92
15501,0,-4.45,-7.31,5.46,-0.13,-0.05,0.03
15516,1,-6.92,7.15,10.06,1.43,-3.30,3.28
15533,2,-9.49,1.25,-2.17,0.25,0.13,0.60
15548,3,-8.86,-4.74,-1.71,2.20,-0.44,4.37
15565,4,-8.63,-2.25,-2.76,0.10,-0.56,0.75
15580,5,-8.08,2.52,-3.82,0.71,0.23,0.31
15596,0,-4.54,-7.14,5.63,-0.15,-0.03,0.02
15612,1,-12.81,9.95,8.61,1.75,-2.87,2.57
15628,2,-9.67,1.34,-2.02,0.06,0.04,0.66
15643,3,-11.88,-1.48,-3.57,2.06,0.04,3.82
15660,4,-8.80,-2.25,-2.12,0.63,0.87,0.87
15675,5,-6.76,6.81,-5.35,1.20,0.19,0.05
15692,0,-4.25,-7.40,5.52,-0.23,0.21,0.15
15707,1,-13.37,-3.89,2.07,1.39,-2.86,0.87
15723,2,-10.12,0.44,-2.37,-0.11,-0.04,0.98
15739,3,-8.92,2.97,-1.32,1.52,0.05,0.43
15755,4,-8.12,-3.57,-2.33,-0.02,0.00,0.36
15770,5,-8.37,6.00,-1.70,0.78,0.43,0.47
15787,0,-4.99,-7.35,5.49,-0.27,0.58,0.47
15802,1,-10.87,2.49,0.78,-0.43,0.33,-1.68
15818,2,-10.55,1.57,-1.77,-0.83,0.06,1.66
15834,3,-8.25,4.13,-1.59,0.04,0.15,-2.04
15850,4,-9.05,-4.67,-3.73,-0.08,-0.17,-0.16
15866,5,-15.82,-0.44,0.22,1.34,-0.19,-1.13
15882,0,-4.95,-8.52,6.07,-0.77,1.78,2.74
15897,1,-4.93,4.10,11.89,-0.48,0.62,-1.51
15914,2,-14.32,-1.62,1.40,-0.87,-0.41,2.15
15929,3,-7.69,-0.52,-0.69,-1.82,-1.61,-1.43
15945,4,-10.69,-2.47,-1.66,0.74,-0.56,-1.26
15961,5,-3.52,-0.86,-7.37,1.91,-0.19,-0.27
15977,0,-11.66,-10.20,5.78,0.43,2.60,4.37
15993,1,-4.38,6.62,5.90,-0.69,-0.22,-0.36
16009,2,-5.08,6.59,-4.26,-0.30,-0.41,1.65
16024,3,-9.74,0.01,-0.23,-0.62,-0.15,-0.82
16041,4,-8.54,-3.21,-2.60,1.40,-0.06,-0.91
16056,5,-8.18,0.16,-4.30,-0.09,-0.32,-0.42
16072,0,-5.67,-10.34,7.34,1.00,0.24,-0.01
16088,1,-4.23,7.72,3.84,0.10,-0.07,-0.14
16104,2,-1.54,6.31,-2.94,1.50,-1.08,0.11
16120,3,-9.71,-0.23,-1.35,0.87,0.08,-0.55
16136,4,-9.08,-1.00,-2.29,0.97,0.47,-0.86
16151,5,-8.55,1.86,-3.72,1.05,-0.13,-0.29
16168,0,-1.64,-9.45,1.86,1.67,-3.00,-3.01
16183,1,-4.22,7.55,4.07,-0.01,0.00,-0.15
16199,2,-3.57,4.79,-2.18,0.41,-1.68,-2.30
16215,3,-9.17,-0.52,-1.86,0.13,-0.19,-0.49
16231,4,-8.37,-1.64,-1.89,1.68,0.74,-0.37
16247,5,-8.48,0.82,-4.81,0.15,-0.19,-0.44
16263,0,-5.95,-11.16,-0.26,0.97,-1.75,-3.84
16278,1,-4.27,7.43,3.95,-0.00,-0.02,-0.11
16295,2,-10.41,6.65,-6.55,1.55,-1.52,-3.61
16310,3,-9.22,-0.20,-2.07,0.10,0.05,-0.52
16326,4,-8.72,-2.33,-0.95,0.26,0.97,-0.35
16342,5,-8.08,2.24,-4.11,0.41,0.12,-0.17
16358,0,-15.50,-12.94,0.19,0.23,-1.56,-3.79
16373,1,-4.42,7.47,3.97,-0.01,-0.01,-0.15
16390,2,-10.64,1.75,-2.29,0.74,0.33,-3.58
16405,3,-9.16,-1.73,-1.45,0.11,0.03,-0.60
16422,4,-8.24,-4.78,-1.41,1.12,0.90,-0.18
16437,5,-9.33,-0.14,-5.03,0.46,-0.14,-0.24
16453,0,-11.63,-11.04,3.79,-2.10,0.30,-2.59
16469,1,-4.60,7.22,4.09,0.09,-0.07,-0.12
16485,2,-11.43,-2.40,-2.86,0.53,1.00,-2.23
16500,3,-9.46,-1.02,-1.95,0.42,0.06,-0.64
16517,4,-6.93,-7.01,-3.34,0.32,1.06,-0.03
16532,5,-8.62,1.04,-3.79,0.57,-0.19,-0.11
16549,0,-13.16,-0.71,2.22,-0.83,1.03,-1.19
16564,1,-4.45,7.51,4.01,0.22,0.12,-0.32
16580,2,-8.51,1.88,-1.85,1.03,0.84,0.20
16596,3,-9.57,-0.65,-1.27,0.44,0.21,-1.00
16612,4,-6.72,-2.47,-1.29,1.22,0.43,0.66
16627,5,-8.62,2.84,-3.17,0.65,-0.24,0.10
16644,0,5.41,0.22,-7.46,3.31,4.17,0.75
16659,1,-4.33,7.93,4.12,0.48,0.46,-1.10
16676,2,-13.78,-8.88,7.96,2.09,0.39,0.40
16691,3,-13.07,-1.92,0.35,1.18,0.82,-1.77
16707,4,-12.45,-14.23,1.25,1.18,0.42,0.50
16724,5,-11.29,4.47,-1.38,0.59,-0.86,1.18
16739,0,-5.68,-15.07,-4.80,-1.01,1.80,1.37
16755,1,-7.78,8.07,5.38,2.20,3.57,-4.32
16771,2,-7.69,-4.63,-8.94,-0.34,0.64,1.14
16787,3,-8.50,-6.16,-1.82,1.48,1.01,-1.46
16803,4,-4.39,-4.23,-6.73,0.11,0.26,0.63
16819,5,-13.20,-1.49,-4.37,1.17,-1.01,1.69
16834,0,-4.06,-6.78,6.29,0.35,-0.23,0.27
16851,1,-9.58,19.75,0.98,3.31,0.22,-1.27
16866,2,-9.23,0.13,-1.31,0.75,0.47,0.73
16882,3,-1.38,-5.63,0.06,2.24,0.89,0.31
16898,4,-8.09,-1.53,-4.13,0.31,0.20,0.74
16914,5,-9.22,-0.35,-2.33,0.52,-0.61,1.48
16930,0,-4.42,-7.34,5.53,-0.12,-0.09,0.12
16946,1,2.83,5.18,2.01,0.64,-3.62,1.55
16961,2,-9.92,2.01,-2.37,-0.64,0.32,0.44
16977,3,-4.36,-4.49,2.34,-0.26,0.32,2.68
16993,4,-7.96,-4.13,-3.18,0.02,0.11,0.83
17008,5,-7.19,-1.90,-1.97,0.45,-0.11,0.98
17025,0,-4.64,-7.30,5.21,-0.05,-0.10,0.01
17040,1,-7.03,7.15,9.21,0.90,-2.55,3.18
17056,2,-9.58,0.81,-2.12,0.40,0.06,0.51
17072,3,-8.40,-6.60,-3.86,1.41,-0.46,4.06
17088,4,-8.83,-1.70,-3.29,0.81,-0.24,1.04
17104,5,-7.27,1.54,-3.38,1.10,-0.07,0.35
17120,0,-4.55,-7.11,5.61,-0.05,-0.07,0.02
17135,1,-11.39,8.36,6.70,1.65,-3.73,2.21
17152,2,-9.27,1.57,-2.27,0.09,0.10,0.44
17167,3,-11.77,0.31,-1.58,1.96,0.08,3.75
17183,4,-7.92,-3.51,-1.99,0.62,0.33,1.07
17199,5,-7.14,7.28,-4.64,1.36,-0.12,0.30
17215,0,-4.46,-7.20,5.54,-0.10,-0.07,0.02
17231,1,-14.47,1.84,6.13,0.79,-3.57,0.62
17247,2,-9.65,-0.54,-2.45,0.25,-0.10,0.85
17262,3,-9.49,0.82,-1.14,1.99,-0.11,1.07
17279,4,-8.72,-2.58,-2.96,0.25,0.09,0.61
17294,5,-8.08,5.43,-1.52,0.18,-0.03,0.25
17310,0,-4.55,-7.03,5.68,-0.09,-0.01,0.05
17326,1,-33.88,11.33,-2.39,-2.09,-1.44,-2.30
17342,2,-9.79,-0.72,-2.24,-0.25,-0.21,1.42
17358,3,-10.42,7.82,0.94,0.53,0.03,-1.27
17374,4,-9.18,-5.84,-3.91,0.11,-0.32,0.01
17389,5,-15.54,5.42,-1.16,0.77,-0.57,-0.71
17406,0,-4.49,-8.88,6.35,-0.42,1.25,0.85
17421,1,-9.69,11.50,5.30,-0.64,0.34,-0.84
17437,2,-14.31,-3.29,-0.09,-0.46,-0.38,2.26
17454,3,-6.78,-1.77,-2.89,-1.11,-0.83,-1.03
17469,4,-10.45,-2.22,0.01,0.58,-0.74,-1.26
17486,5,-6.50,1.25,-5.60,1.87,0.24,-0.46
17501,0,-10.79,-11.55,7.19,-0.22,2.55,4.37
17517,1,-3.39,6.63,5.32,-0.39,-0.07,-0.18
17533,2,-10.32,4.77,-3.36,0.32,-0.48,2.28
17549,3,-9.00,0.33,-0.79,-0.53,0.11,-0.75
17564,4,-10.50,-3.59,-3.12,1.63,-0.74,-1.02
17581,5,-7.80,0.21,-5.36,0.23,0.05,-0.27
17596,0,14.20,-13.95,-2.60,2.94,1.64,0.82
17613,1,-3.99,7.83,4.40,-0.04,-0.17,-0.07
17628,2,-3.14,4.82,-2.83,1.83,-1.52,0.61
17644,3,-9.90,-0.44,-1.20,0.76,0.06,-0.50
17660,4,-9.62,-1.27,-2.15,1.24,-0.06,-0.99
17676,5,-9.01,1.05,-4.72,1.01,0.15,-0.23
17691,0,-1.02,-7.59,4.26,2.25,-1.45,-1.97
17708,1,-3.86,7.74,4.02,0.03,0.01,-0.13
17723,2,26.98,7.35,91.51,0.08,0.42,0.42
17737,3,-3.08,6.20,-4.92,0.65,-2.05,-1.93
17753,4,-8.38,-2.16,-1.54,2.42,3.20,-0.35
17768,5,-8.56,0.44,-4.87,0.95,-0.21,-0.20
17785,0,-5.74,-12.80,-2.03,2.19,-2.34,-3.23
17801,1,-4.11,7.62,3.83,-0.03,-0.10,-0.19
17816,2,-9.88,3.60,-3.48,2.78,-1.19,-3.30
17833,3,-9.31,0.78,-2.09,0.42,0.00,-0.48
17848,4,-8.62,-2.32,-0.40,0.53,0.97,-0.35
17863,5,-8.42,2.65,-4.99,0.50,-0.02,-0.09
17880,0,-15.34,-15.83,-0.35,0.13,-0.18,-4.03
17896,1,-4.08,7.57,4.12,-0.05,-0.04,-0.14
17912,2,-9.92,0.45,-3.21,1.40,0.08,-3.50
17927,3,-9.21,-1.29,-1.47,-0.05,0.04,-0.57
17943,4,-8.25,-5.67,-0.96,1.70,0.82,0.05
17959,5,-8.79,0.54,-4.78,0.08,-0.06,-0.30
17975,0,-10.92,-9.29,3.01,-1.86,0.34,-2.98
17990,1,-4.19,7.61,4.02,0.04,-0.04,-0.12
18007,2,-10.73,-1.17,-2.40,-0.02,0.86,-2.68
18022,3,-9.53,-1.06,-1.86,0.31,0.09,-0.57
18039,4,-6.47,-6.51,-2.92,-0.17,0.92,-0.07
18054,5,-8.65,1.07,-4.41,0.61,0.04,-0.14
18070,0,-13.93,1.04,1.35,-0.26,1.28,-1.87
18086,1,-4.42,7.54,4.10,0.04,-0.12,-0.15
18102,2,-8.75,1.16,-2.36,1.59,0.58,0.10
18117,3,-9.38,0.47,-1.60,0.47,0.18,-0.92
18134,4,-9.58,-4.58,-2.68,2.02,1.00,0.71
18149,5,-8.66,2.60,-3.82,0.65,-0.20,0.15
18165,0,1.31,2.18,-0.11,1.54,4.25,0.82
18181,1,-3.96,7.71,4.02,0.41,0.40,-0.70
18197,2,-12.05,-5.95,2.65,1.85,0.68,0.78
18213,3,-11.63,-0.61,0.70,1.10,0.55,-1.70
18229,4,-11.98,-9.30,-1.02,0.45,0.55,0.69
18244,5,-11.48,4.76,-2.13,1.09,-0.74,1.13
18261,0,-5.08,-10.87,4.71,-0.62,1.26,1.31
18277,1,-3.86,8.62,4.85,1.16,2.22,-4.14
18292,2,-8.38,-2.17,-4.44,0.09,0.64,1.09
18309,3,-12.55,-3.48,0.79,2.63,0.90,-1.70
18324,4,-4.75,-3.46,-6.19,-0.15,0.47,0.82
18341,5,-12.33,-2.07,-4.26,1.35,-1.13,1.97
18356,0,-4.92,-6.85,6.90,0.35,-0.38,0.12
18372,1,26.98,7.35,94.39,20.98,0.42,0.42
18386,2,26.98,7.35,94.39,20.98,0.42,0.42
18399,3,26.98,7.35,0.37,20.98,0.42,0.42
18413,4,26.98,7.35,0.37,0.08,0.42,0.42
18427,5,-11.21,0.64,-1.89,1.49,-0.69,1.92
18443,0,-4.07,-7.39,5.55,-0.14,-0.05,0.05
18458,1,6.15,6.42,3.12,0.93,-4.37,1.80
18475,2,-9.21,0.11,-1.56,-0.25,0.24,0.33
18490,3,-4.45,-3.65,1.01,0.87,0.75,2.38
18506,4,-7.67,-4.21,-1.81,-0.13,-0.12,0.77
18522,5,-8.66,-0.25,-2.52,0.35,-0.52,1.21
18538,0,-4.25,-7.61,5.34,-0.16,-0.10,0.08
18554,1,-5.29,8.03,9.15,1.32,-2.27,3.57
18569,2,-9.47,-0.23,-2.14,0.25,0.15,0.43
18585,3,-7.39,-3.95,-1.25,-0.63,-0.01,3.87
18601,4,-7.64,-3.30,-3.03,0.43,-0.21,0.94
18617,5,-8.49,1.00,-3.68,0.92,1.28,0.75
18632,0,-4.37,-7.52,5.54,-0.02,-0.10,0.05
18649,1,-11.60,8.19,7.77,1.77,-4.06,2.31
18664,2,-9.67,0.42,-1.81,0.48,-0.01,0.72
18681,3,-10.04,1.13,-0.52,2.63,0.10,4.24
18696,4,-8.27,-2.44,-2.43,0.95,0.31,0.84
18712,5,-6.90,5.52,-3.90,1.06,-0.02,0.22
18728,0,-4.32,-7.13,5.92,0.00,-0.09,0.06
18744,1,-14.40,4.19,8.47,1.31,-2.66,1.77
18759,2,-9.57,1.70,-2.37,0.33,0.04,0.87
18776,3,-9.60,1.50,0.34,1.42,-0.18,1.70
18791,4,-8.89,-1.84,-3.07,0.77,0.20,0.87
18808,5,-7.78,8.07,-1.81,-0.18,-0.19,0.08
18823,0,-4.44,-7.17,5.77,-0.19,-0.01,0.10
18839,1,-14.44,0.24,2.00,0.12,-0.93,-1.07
18855,2,-9.11,0.24,-2.32,0.01,-0.08,1.24
18871,3,-8.67,-2.96,-0.12,-0.18,-0.41,-1.88
18886,4,-7.94,-4.57,-2.94,-0.14,0.18,0.16
18903,5,-10.91,-1.97,-4.31,0.42,0.15,-0.78
18918,0,-4.53,-9.00,6.35,-0.22,0.96,0.81
18935,1,-17.62,12.05,16.03,-2.62,1.72,-2.41
18951,2,-13.29,-0.42,-1.07,-0.47,-0.14,1.92
18966,3,-10.78,0.46,1.04,0.32,0.11,-1.18
18983,4,-10.32,-4.57,-0.67,1.03,-0.35,-0.43
18998,5,-7.69,-8.60,-2.68,0.35,-0.17,-0.07
19014,0,-6.23,-9.02,5.58,0.02,2.31,4.16
19030,1,-4.27,8.87,2.83,-0.47,0.15,-0.31
19046,2,-10.82,4.36,-1.93,-0.72,-0.29,2.05
19061,3,-11.12,2.49,1.10,0.65,-0.15,-0.68
19078,4,-8.34,-1.46,-3.11,0.23,-1.09,-1.45
19093,5,-9.29,2.03,-2.95,-0.18,-0.15,-0.60
19110,0,-12.36,-11.72,7.63,2.95,1.96,4.26
19125,1,-3.76,7.61,3.67,0.08,-0.02,-0.11
19141,2,-5.40,5.88,-2.42,0.84,-0.80,1.53
19157,3,-9.43,-1.23,-2.47,0.84,0.10,-0.53
19173,4,-11.02,-3.28,-3.33,1.08,-0.74,-1.29
19188,5,-9.14,1.51,-5.22,1.23,-0.09,-0.34
19205,0,1.75,-8.71,4.23,1.51,-0.97,-1.96
19220,1,-4.07,7.68,3.89,0.08,-0.03,-0.04
19237,2,-2.96,4.46,-4.98,1.63,-1.33,-1.23
19252,3,-9.77,-0.53,-1.87,0.51,0.06,-0.42
19268,4,-7.72,-1.78,-2.84,2.35,2.53,-0.60
19284,5,-9.03,1.65,-4.68,0.43,-0.37,-0.54
19300,0,-3.32,-9.87,1.11,1.31,-2.71,-3.84
19315,1,-4.07,7.66,3.94,0.06,-0.00,-0.07
19332,2,-5.57,4.19,-1.17,0.87,-1.38,-3.49
19347,3,-9.36,-0.19,-1.69,0.43,-0.11,-0.45
19364,4,-8.71,0.42,-1.77,1.28,1.92,-0.34
19379,5,-8.39,2.26,-4.32,0.68,0.01,-0.36
19395,0,-9.29,-13.80,1.63,-0.27,-0.65,-3.81
19411,1,-4.10,7.78,3.82,0.01,-0.07,-0.14
19427,2,-10.65,3.69,-4.04,0.53,-0.47,-4.32
19442,3,-9.36,0.69,-1.30,-0.09,-0.08,-0.71
19459,4,-7.71,-5.43,-0.40,0.29,0.61,-0.14
19474,5,-8.30,1.45,-4.15,-0.30,-0.02,-0.45
19491,0,-13.49,-10.02,6.02,-1.89,-0.85,-3.42
19506,1,-4.18,7.67,3.80,-0.08,-0.01,-0.21
19522,2,-10.93,-0.91,-2.57,-0.40,0.61,-3.23
19538,3,-9.45,-1.08,-1.97,0.05,-0.07,-0.86
19554,4,-5.94,-7.75,-2.32,-0.50,0.93,-0.30
19569,5,-8.56,0.40,-4.33,0.19,-0.02,-0.34
19586,0,-14.66,3.32,2.38,-0.23,0.32,-1.63
19601,1,-4.58,7.44,4.08,-0.06,-0.10,-0.18
19618,2,-8.15,1.87,-2.74,0.73,0.39,0.23
19633,3,-9.64,0.21,-0.79,0.37,0.05,-1.21
19649,4,-6.82,-4.68,-2.95,1.19,0.68,0.29
19665,5,-9.02,3.06,-3.28,0.66,-0.18,0.05
19681,0,-0.55,-3.60,3.97,2.06,2.37,2.10
19696,1,-4.22,8.15,4.52,0.51,0.57,-0.84
19713,2,-12.47,-10.10,6.37,0.37,0.52,0.55
19728,3,-14.20,0.66,0.07,1.03,0.59,-2.16
19744,4,-11.44,-14.88,-1.54,0.48,1.08,0.40
19760,5,-11.45,6.12,-2.40,0.57,-0.77,1.09
19776,0,-3.51,-13.10,3.11,0.12,1.30,1.09
19792,1,-5.58,8.70,4.52,0.50,2.91,-4.37
19808,2,-6.92,1.66,-5.77,-0.34,0.76,1.12
19823,3,-11.31,-4.51,-0.77,1.53,0.93,-1.84
19840,4,-7.71,-5.22,-4.42,-1.26,0.07,0.87
19855,5,-11.75,-1.26,-3.97,0.60,-0.74,1.89
19871,0,-4.08,-7.50,5.45,-0.21,0.07,0.01
19887,1,-4.26,17.60,8.33,3.83,2.91,-2.73
19903,2,-8.45,0.78,-2.99,1.36,0.67,0.74
19919,3,-4.55,-4.95,3.26,1.05,0.22,-0.12
19935,4,-7.38,-1.31,-4.35,-0.46,-0.02,0.92
19950,5,-10.28,-1.90,-3.16,-0.25,-0.43,1.66
19967,0,-4.08,-7.03,5.90,-0.11,-0.07,0.04
19982,1,3.30,6.51,1.50,-0.00,-3.97,2.98
19998,2,-8.36,-1.20,-1.59,-0.22,0.52,0.52
20014,3,-4.23,-4.81,0.14,0.33,-0.48,3.31
20030,4,-8.23,-2.82,-3.41,-0.76,-0.01,0.64
20046,5,-10.77,-0.27,-5.11,-0.24,-1.20,0.98
20062,0,-4.48,-7.19,5.80,-0.16,-0.02,0.09
20077,1,-7.09,11.77,6.03,0.53,-1.58,4.37
20094,2,-9.33,0.70,-2.83,-0.31,0.20,0.56
20109,3,-9.33,-3.76,-3.78,-1.55,-0.70,4.37
20125,4,-7.42,-2.40,-2.79,-0.19,-0.29,0.87
20141,5,-6.76,1.13,-2.43,0.07,0.17,0.26
20157,0,-4.40,-7.30,5.63,-0.16,-0.01,0.05
20173,1,-15.69,12.73,5.53,0.78,-2.57,3.85
20189,2,-9.62,1.49,-2.75,-0.26,0.05,0.59
20204,3,-11.38,1.00,-2.48,1.29,0.38,4.08
20221,4,-8.63,-2.79,-2.78,-0.17,0.12,0.99
20236,5,-6.88,9.11,-4.43,-0.07,0.03,-0.24
20252,0,-4.71,-6.84,6.18,-0.19,0.00,0.06
20268,1,-21.51,-6.59,-1.56,0.33,-1.29,1.05
20284,2,-10.31,-0.78,-2.81,-0.28,-0.02,1.08
20301,3,-9.80,1.61,-0.87,-0.68,-0.16,-0.89
20316,4,-8.13,-3.28,-3.28,-0.59,-0.33,0.32
20332,5,-6.03,3.87,-3.84,-0.68,0.64,0.03
